MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
CC40954128,5780 Lewis Way ,94521,Contra Costa,42,3148,13900,1979
BE40953549,2145 Francesco Ct ,94550,Alameda,16,2533,8356,2005
EB40953501,6146 Mazuela Dr ,94611,Alameda,23,4105,13536,1998
EB40954731,4222 Glen Ave ,94611,Alameda,100,1296,4000,1921
BA321060409,14 Santa Victoria CT ,94945,Marin,42,2440,14501,1979
ML81848336,1702 Rosemary DR ,95020,Santa Clara,6,3008,4988,2015
ML81848595,3417 Cooper DR ,95051,Santa Clara,64,1874,6370,1957
ML81848325,10281 Kenny LN ,95127,Santa Clara,66,1940,44284,1955
ME221063007,1625 Linwood DR ,95350,Stanislaus,62,1986,7300,1959
BA321033632,654 Laurelwood CIR ,95687,Solano,32,1708,6835,1989
ME221062783,1050 Dallimore RD ,95713,Placer,35,1722,178596,1986
ME221068478,7230 25th AVE ,95820,Sacramento,69,1018,8276,1952
CRSN21129418,215 N Ventura ST ,95988,Glenn,41,1312,7500,1980
CRPW21134561,3940 Myrtle AVE ,90807,Los Angeles,84,2810,7857,1937
CNSR21134234,10800 Paso Robles AVE ,91344,Los Angeles,68,1332,6911,1953
CNSR21122771,2161 Calle Camelia ,91360,Ventura,61,938,10340,1960
TM21-744672,3500 Wrightwood DR ,91604,Los Angeles,59,2823,27462,1962
CRPTP2104222,1405 Palm AVE ,91950,San Diego,69,1002,7192,1952
CRPTP2104329,4762 Castle AVE ,92105,San Diego,101,1329,3290,1920
CRPTP2104181,3960 T Street ,92113,San Diego,68,1030,5200,1953
CRSW21126288,831 Balsam WAY ,92545,Riverside,27,1191,5663,1994
CRSW21127098,3555 W W. Thornton AVE ,92545,Riverside,22,1774,5663,1999
CROC21129507,6086 Eaglecrest DR ,92648,Orange,32,3529,2944,1989
CNSR21125940,4042 Tempe CT ,93063,Ventura,43,1891,7346,1978
CRNS21133291,343 Oak Hill RD ,93446,San Luis Obispo,5,1565,1488,2016
BA321053241,2129 Saddlebred DR ,94534,Solano,11,2626,5101,2010
CC40955453,24741 Tioga Rd ,94544,Alameda,66,1156,5292,1955
EB40959275,567 Kenwyn Rd ,94610,Alameda,98,2202,3750,1923
BA321051420,23 Heron DR ,94941,Marin,23,4456,14375,1998
BA321063410,43 Willow AVE ,94957,Marin,33,2594,11400,1988
ML81853933,2313 Walden SQ ,95124,Santa Clara,54,2392,8120,1967
ME221066554,385 S Ash ST ,95205,San Joaquin,72,919,5750,1949
BA321057590,449 Umland DR ,95401,Sonoma,55,1338,6547,1966
BA321057848,9277 Lakewood DR ,95492,Sonoma,37,1728,132509520,1984
ME221062798,3232 H ST ,95816,Sacramento,94,2384,8847,1927
TM21-693702,1729 Wooster ST ,90035,Los Angeles,1,4200,6813,2020
TM21-746470,7000 W 85Th ST ,90045,Los Angeles,77,1555,5492,1944
TM21-748342,4448 Sunnycrest DR ,90065,Los Angeles,58,1547,7109,1963
CROC21101331,22615 Eastwood ST ,90505,Los Angeles,67,1641,5917,1954
CRWS21124877,5138 Camellia AVE ,91780,Los Angeles,71,1297,7830,1950
CRND21128533,593 Leafy LN ,92325,San Bernardino,81,1038,4400,1940
CRIV21136943,25970 Delphinium AVE ,92553,Riverside,35,1720,7405,1986
CROC21125095,34 Blanco ,92610,Orange,30,2550,4590,1991
CROC21148285,22 Via Agradar ,92673,Orange,15,2566,4514,2006
SF421556516,639 Belvedere ST ,94117,San Francisco,109,2380,2408,1912
CC40955237,1072 Via Roble ,94549,Contra Costa,65,1998,65775,1956
ML81850337,3033 Fresno ST ,95051,Santa Clara,73,2016,7951,1948
ME221065344,236 Redwood ,95240,San Joaquin,102,706,5101,1919
BA321051733,2444 Thomas DR ,95404,Sonoma,63,1930,8276,1958
BA321060814,711 Robinson RD ,95472,Sonoma,97,720,40001,1924
ME221065162,1003 Outpost CT ,95765,Placer,3,3750,11552,2018
ME202101033,3060 Clearview DR ,95993,Sutter,53,1934,10019,1968
TM21-753778,4540 Don Quixote DR ,90008,Los Angeles,66,1658,7536,1955
CNSR21111379,3526 West BLVD ,90016,Los Angeles,80,1404,6000,1941
CROC21130139,801 E 37th ST ,90807,Los Angeles,94,1575,5722,1927
CRCV21111798,5118 N Cranley AVE ,91722,Los Angeles,66,1065,5491,1955
CRPTP2104426,2139 Element WAY ,91915,San Diego,3,1775,3000,2018
CRNDP2106950,2142 Sereno CT ,92009,San Diego,43,1295,8492,1978
CRNDP2106631,1460 Eastmore PL ,92056,San Diego,33,1742,6265,1988
CROC21124784,754 Gemstone DR ,92078,San Diego,2,2392,19370,2019
CRCV21158267,71657 Cactus DR ,92277,San Bernardino,65,1104,8880,1956
CREV21083999,23786 Springwater RD ,92325,San Bernardino,91,1528,5600,1930
CRIG21136415,623 San Rogelio ST ,92545,Riverside,44,827,4356,1977
CRNP21129081,2729 Sandpiper DR ,92626,Orange,54,2667,9508,1967
CRPW21126879,17602 Orange Tree LN ,92780,Orange,57,2607,10374,1964
CRPW21134268,2750 W Bridgeport AVE ,92804,Orange,65,1889,7206,1956
CRPW21124621,1383 Canterbury LN ,92831,Orange,23,1958,6006,1998
ML81849616,86 Robley RD ,93908,Monterey,48,1711,134165,1973
BE40955121,3730 September Ct ,94546,Alameda,62,1678,15402,1959
BE40953972,6738 Bear Creek Dr ,94551,Alameda,22,2140,9756,1999
BA321053331,161 Florence CT ,94589,Solano,48,1696,11326,1973
BA321051549,207 Clearpointe DR ,94591,Solano,27,1935,7915,1994
BA321052795,695 Bird CT ,94947,Marin,45,1978,8189,1976
ME221065510,320 C ST ,95363,Stanislaus,0,1164,5001,2021
ME221068442,2100 Loyola ,95382,Stanislaus,50,1676,7501,1971
ME202002879,4255 Riosa RD ,95681,Placer,24,1536,217800,1997
ME221065220,2117 14th ST ,95818,Sacramento,99,822,3049,1922
ME201900316,8 Nikki CT ,95965,Butte,16,1640,6098,2005
TM21-746168,2820 Granville AVE ,90064,Los Angeles,54,1541,5000,1967
TM21-749140,414 Sparks ST ,91506,Los Angeles,83,1728,6750,1938
CNSR21143138,4223 Laurelgrove AVE ,91604,Los Angeles,3,3800,6497,2018
CRP1-5175,430 N Treanor AVE ,91741,Los Angeles,65,2118,10653,1956
CROC21122675,644 Firepit DR ,91765,Los Angeles,57,1425,9647,1964
CRNDP2107204,1885 Artemisia CT ,92011,San Diego,0,1755,3511,2021
CRPTP2104001,4577 Wilson AVE ,92116,San Diego,97,1303,4496,1924
CRIV21132766,23298 Stony Creek WAY ,92557,Riverside,32,2279,5227,1989
CRSW21120710,43014 Camino Caruna ,92592,Riverside,25,2281,5663,1996
CROC21128014,26601 Fresno ,92691,Orange,50,1864,8050,1971
BA321051077,4179 Tokay DR ,94558,Napa,30,2561,8895,1991
BA321051093,1069 Meadowsweet DR ,94925,Marin,46,2392,23806,1975
ME221072280,6809 Coventry DR ,95621,Sacramento,47,1261,7405,1974
ME221065688,1883 Salerno PL ,95648,Placer,4,2307,4587,2017
ME221069420,6112 Laird RD ,95650,Placer,48,1836,95832,1973
ME221068624,3057 Village Center DR ,95747,Placer,6,1658,2622,2015
ME221050311,11594 Redwing CT ,95946,Nevada,47,3908,31363,1974
ME202001823,3252 Rogue River DR ,95973,Butte,6,2216,6098,2015
CRSB21137221,2109 Atwood WAY ,90503,Los Angeles,34,2534,202825,1987
CRAR21125404,25325 Prado De Los Gansos ,91302,Los Angeles,18,6678,16526,2003
CNSR21123295,5003 Blackpool AVE ,91377,Ventura,34,2475,16524,1987
TM21-749144,14745 Cumpston ST ,91411,Los Angeles,73,1609,6750,1948
CREV21138055,25767 Chula Vista ST ,92373,San Bernardino,69,845,8400,1952
BA321050159,3725 Cottonwood DR ,94519,Contra Costa,57,1610,8000,1964
CC40954010,1911 Eagle Lake Ct ,94553,Contra Costa,46,2015,5720,1975
BE40953740,2777 Calle Alegre ,94566,Alameda,41,2280,13999,1980
CC40955693,513 Winding Brook Ct ,94582,Contra Costa,25,3696,12160,1996
EB40953958,4717 Harbord Drive ,94618,Alameda,82,1954,8100,1939
BE40953640,470 SPRUCE STREET ,94708,Alameda,66,2856,5063,1955
ML81848761,1130 Raposa CT ,95121,Santa Clara,41,1799,14420,1980
BA321052053,73 Westwood ST ,95688,Solano,55,1877,5663,1966
ME221082292,1071 Jasmine CIR ,95762,El Dorado,20,2958,34151,2001
ME201900110,968 Mort LN ,95973,Butte,44,720,13068,1977
CRPW21130641,1875 Preston AVE ,90026,Los Angeles,106,728,7197,1915
TM21-747632,23222 Ostronic DR ,91367,Los Angeles,67,1612,9230,1954
CRBB21126182,4809 Carpenter AVE ,91607,Los Angeles,4,1828,1195,2017
CROC21134704,16862 Stiles CIR ,92649,Orange,56,2000,6344,1965
CROC21137558,3112 Corte Marin ,92660,Orange,32,1969,3575,1989
CRPW21124378,4358 Sunny LN ,92886,Orange,49,1756,10044,1972
CRV0-219010175,60 James DR ,93001,Ventura,25,1461,5392,1996
ML81850481,893 Woodland AVE ,94025,San Mateo,81,1580,7450,1940
ML81848981,726 Morse AVE ,94085,Santa Clara,68,996,6223,1953
BE40954031,5328 Matthew Ter ,94555,Alameda,33,1481,4206,1988
BA321050697,878 69th AVE ,94621,Alameda,78,1071,3999,1943
EB40954773,1280 Delaware St ,94702,Alameda,95,600,2065,1926
BA321058919,23 Fowler CT ,94903,Marin,60,2092,11256,1961
BA321056631,62 Paseo Mirasol ,94920,Marin,50,3490,29150,1971
ME221065295,2351 Sea Ranch CT ,95206,San Joaquin,30,1466,5001,1991
BA321055551,1017 Sunset AVE ,95407,Sonoma,70,1220,6599,1951
ME221071456,7112 5th PKWY ,95823,Sacramento,61,1227,7405,1960
ME221072513,3620 Cody WAY ,95864,Sacramento,65,1685,10158,1956
CRSN21132669,1595 Borman WAY ,95926,Butte,43,1523,6534,1978
CRSN21125016,8300 Willie Way ,96055,Tehama,18,1704,27007,2003
CNSR21131130,8808 Murietta AVE ,91402,Los Angeles,72,1315,6133,1949
CRPTP2103772,15010 Driftwood Creek RD ,92021,San Diego,22,3178,87120,1999
CROC21111682,84072 COLIBRI CT ,92203,Riverside,13,1920,7405,2008
CRCV21111930,25719 Poplar CT ,92557,Riverside,31,1930,10890,1990
CROC21146841,19321 Sierra Perla RD ,92603,Orange,50,1649,5183,1971
CROC21137279,9832 Mistletoe AVE ,92708,Orange,48,2268,10350,1973
CRPW21128927,600 Valley Forge DR ,92870,Orange,44,2048,4200,1977
ML81849072,2 Sommerset Vale ,93940,Monterey,30,3826,11761,1991
ML81849587,621 Parcel ST ,93940,Monterey,37,1791,7500,1984
SF421561549,210 Canterbury AVE ,94015,San Mateo,54,1230,4422,1967
EB40953741,4015 Moraine Way ,94509,Contra Costa,24,1866,8608,1997
CC40955316,5 Buena Vis ,94563,Contra Costa,63,2034,28314,1958
BA321066057,4412 Georgia ST ,94591,Solano,66,1175,6098,1955
BE40953599,4039 PATTERSON AVENUE ,94619,Alameda,94,1796,4080,1927
ML81848280,1358 Pine AVE ,95125,Santa Clara,56,2939,7945,1965
ML81848112,3128 Arcola CT ,95148,Santa Clara,38,1273,4516,1983
ME221070423,2605 Andler RD ,95667,El Dorado,42,1865,43560,1979
ME221067908,3251 Pitkin WAY ,95670,Sacramento,3,1826,2526,2018
ME221067580,212 E 11th ST ,95901,Yuba,68,856,4234,1953
CNSR21128749,2041 S Palm Grove AVE ,90016,Los Angeles,99,1140,5801,1922
CROC21129680,4531 Pasadena AVE ,90807,Los Angeles,76,1091,5250,1945
CRAR21120470,5314 Farna AVE ,91006,Los Angeles,71,1260,5815,1950
CRTR21128147,2322 Ridgemont WAY ,91784,San Bernardino,33,1885,8436,1988
CRNDP2106527,1077 Crest Drive ,92024,San Diego,8,2722,11630,2013
CROC21144770,17428 N Mesa DR ,92061,San Diego,20,1620,131551,2001
CROC21133398,24696 Stratton LN ,92677,Orange,32,1536,2080,1989
CRPW21125273,862 Calle La Rocha ,93010,Ventura,64,1358,6710,1957
CRV0-220005146,700 N M ST ,93030,Ventura,62,1675,6702,1959
CRSC21139585,1140 Sunset DR ,93420,San Luis Obispo,66,1386,6300,1955
ML81849509,2848 Canyon RD ,94010,San Mateo,91,3250,24698,1930
CC40953878,221 Charter Oak Cir ,94597,Contra Costa,37,1426,2772,1984
ML81848845,1570 49th AVE ,95010,Santa Cruz,26,2587,9148,1995
BA321054606,6233 Bridgewood DR ,95409,Sonoma,53,1232,6199,1968
ME221067549,2662 Golden Fawn TRL ,95682,El Dorado,35,2169,118048,1986
ME221066500,317 Saint Brendan CT ,95747,Placer,21,1542,4522,2000
ME202101107,1960 Briarwood CT ,95991,Sutter,34,2557,10019,1987
CRPW21129700,14868 Goodhue ST ,90604,Los Angeles,66,1241,6129,1955
CNSR21133382,22160 Costanso ST ,91364,Los Angeles,67,1924,6564,1954
CRNDP2107355,2482 Country View ,92026,San Diego,28,1741,7261,1993
CRNDP2108372,634 Edgewater DR ,92078,San Diego,17,3072,7620,2004
CRNDP2106851,12514 Maestro CT ,92130,San Diego,32,1646,7701,1989
CROC21124548,747 Esther WAY ,92373,San Bernardino,66,1386,7280,1955
CRSW21120662,26812 Desert Locus ST ,92562,Riverside,16,4295,8712,2005
CROC21135624,317 N Sacramento ST ,92867,Orange,57,1578,6100,1964
ML81851571,1125 Miles AVE ,93950,Monterey,70,826,4500,1951
EB40954275,1901 Hummingbird Dr ,94534,Solano,17,1917,3093,2004
BE40953541,5069 Erica Way ,94550,Alameda,35,1556,21782,1986
BA321056231,557 Almanor ,94954,Sonoma,28,2088,5567,1993
ME201903964,2408 St. Pauls CT ,95355,Stanislaus,15,2340,7266,2006
BA321055667,1411 Owl Pt ,95409,Sonoma,22,2601,12354,1999
ME221071496,5280 3rd ST ,95677,Placer,5,1948,5907,2016
ME221072787,3300 Arbor WAY ,95821,Sacramento,71,1089,10019,1950
ME201900260,6418 Corning CT ,95954,Butte,41,1152,10454,1980
ME202100744,710 Gee Bee WAY ,95991,Sutter,32,1324,7405,1989
CRPF21135515,5341 Templeton ST ,90032,Los Angeles,110,1564,7724,1911
TM21-749110,4517 N Ayla ,90041,Los Angeles,0,1816,4135,2021
CRPW21120220,7815 Bowen DR ,90602,Los Angeles,62,2098,25030,1959
CRPW21130845,11420 Dicky ST ,90606,Los Angeles,74,1166,7204,1947
CNSR21125885,14676 Rex ST ,91342,Los Angeles,65,1148,9843,1956
CRCV21127005,321 E Kelby ST ,91723,Los Angeles,66,1479,6310,1955
CREV21128231,25611 Lane ST ,92354,San Bernardino,68,1196,8580,1953
CRPW21124176,6807 Rycroft DR ,92506,Riverside,43,1806,9148,1978
TM21-750546,378 Marina DR ,92821,Orange,8,1728,3015,2013
CRV0-218010836,308 Melrose DR ,93035,Ventura,36,1802,1750,1985
CNSR21134101,3612 E Avenue R11 ,93550,Los Angeles,37,1344,4863,1984
ML81849299,1027 Austin AVE ,93950,Monterey,63,1675,4200,1958
ML81847996,1660 Sierra AVE ,93955,Monterey,47,2700,6698,1974
ML81850538,940 Hillcrest BLVD ,94030,San Mateo,82,2770,6288,1939
BA321051225,204 Riviera ,94571,Solano,14,2031,6734,2007
ME221065101,2424 Don Pedro RD ,95307,Stanislaus,81,1112,10764,1940
ME221065668,4020 Pickford WAY ,95356,Stanislaus,20,3737,6199,2001
ME221077762,1310 Rice LN ,95678,Placer,34,1442,4861,1987
BA321053787,718 Chelmsford CT ,95688,Solano,32,1722,7401,1989
ME221067021,5499 Daisy DR ,95726,El Dorado,31,1932,14375,1990
ME201904143,1800 Dunlap Place ,95776,Yolo,6,2206,6865,2015
ME221068984,3440 Pageant Drive ,95826,Sacramento,48,1428,6534,1973
TM21-758162,21745 Entrado DR ,90290,Los Angeles,83,780,13932,1938
TM21-745580,939 Nowita PL ,90291,Los Angeles,98,740,3400,1923
CRPW21125394,5948 Premiere AVE ,90712,Los Angeles,79,1293,5751,1942
CRPW21136545,6021 Bellflower BLVD ,90713,Los Angeles,78,1371,5610,1943
CRCV21133093,2862 Donner WAY ,92509,Riverside,33,1328,8276,1988
CRSW21123189,35798 Rhone LN ,92596,Riverside,19,2480,7405,2002
CRPW21138889,23 Castaways ,92660,Orange,23,3668,7424,1998
CROC21133086,45 Via Brida ,92688,Orange,28,2200,4608,1993
EB40954024,2727 Del Monte Ave ,94530,Contra Costa,67,2158,6250,1954
EB40954711,1835 Vender Ct ,94531,Contra Costa,26,1577,2769,1995
CC40956120,1 Merrill Dr ,94556,Contra Costa,37,3052,14950,1984
CC40953465,2551 Fraser Ct ,94564,Contra Costa,60,1794,14400,1961
EB40953710,6212 Estates Dr ,94611,Alameda,75,3311,10282,1946
BE40955044,4235 Reinhardt Dr ,94619,Alameda,74,1836,6786,1947
EB40955702,2381 Eunice St ,94708,Alameda,114,1857,4500,1907
ML81850116,156 W 5th ST ,95076,Santa Cruz,112,800,7710,1909
BA321045044,5011 Charmian DR ,95409,Sonoma,58,1300,7701,1963
ME221065630,731 Greenwood AVE ,95605,Yolo,71,1053,5227,1950
ME221053575,3491 Elvas AVE ,95819,Sacramento,64,1510,6774,1957
TM21-748802,2811 Scott PL ,90026,Los Angeles,84,884,1985,1937
CRP1-5135,2153 N Roosevelt AVE ,91001,Los Angeles,72,1853,8968,1949
CRSW21121966,1781 Matthew LN ,92545,Riverside,43,1384,7405,1978
CROC21123431,30242 Sonrisa LN ,92677,Orange,33,2078,4600,1988
CRNS21126912,1966 Tulipwood DR ,93446,San Luis Obispo,35,1275,6098,1986
BA321053628,1719 Autumn Meadow DR ,94534,Solano,24,1136,4813,1997
ML81849543,7359 Limerick CT ,94568,Alameda,58,1116,7014,1963
EB40953940,1437 Neilson ,94702,Alameda,102,891,4550,1919
ML81848578,17259 Clearview DR ,95032,Santa Clara,4,3697,14536,2017
BE40957366,5356 Entrada Oleandros ,95123,Santa Clara,50,1283,7412,1971
BA321049587,199 Temelec CIR ,95476,Sonoma,54,1704,6652,1967
ME221065173,3032 Twin Creeks LN ,95677,Placer,32,986,3467,1989
ME221069280,3405 Gold Ridge TRL ,95726,El Dorado,18,1799,15682,2003
ME221065144,8950 Vista Campo WAY ,95758,Sacramento,27,1188,4047,1994
ME221067740,3413 Pecky Cedar CT ,95827,Sacramento,43,1573,12000,1978
CRPA21136892,118 Valley Ridge DR ,95969,Butte,0,2496,30928,2021
CRDW21154197,4426 Keystone AVE ,90232,Los Angeles,69,1615,6336,1952
CRSB21127805,2705 Robinson ST ,90278,Los Angeles,74,1812,5999,1947
CRPW21126655,8723 Oak ST ,90706,Los Angeles,79,1060,6875,1942
CRPTP2104073,1642 Richandave Ave. ,92019,San Diego,60,1054,6500,1961
CROC21126649,32209 Yucaipa BLVD ,92399,San Bernardino,77,1530,154095,1944
CRIV21123742,3325 Brou LN ,92503,Riverside,16,1540,2178,2005
CROC21124896,24176 Gazania WAY ,92532,Riverside,4,2196,4743,2017
CRSW21125586,29407 Harlequin CT ,92584,Riverside,10,2916,6098,2011
CROC21124743,17545 Edgewood LN ,92886,Orange,18,3845,7819,2003
SF421564317,1362 La Playa ST ,94122,San Francisco,74,1168,2996,1947
CC40954057,24 Mira Loma Lane ,94526,Contra Costa,61,1924,33900,1960
BE40953883,47046 Yucatan Dr ,94539,Alameda,46,1892,5985,1975
BE40956298,15208 Edgemoor St ,94579,Alameda,71,1328,5040,1950
ML81851102,45 Chanticleer ST ,94939,Marin,78,824,4900,1943
ML81848608,738 Sullivan WAY ,95020,Santa Clara,3,2633,3430,2018
BA321047228,2807 Audubon CT ,95403,Sonoma,43,1516,7501,1978
ME221074569,8208 Clarion CIR ,95843,Sacramento,32,1199,6020,1989
TM21-751120,4520 Ayla Lane ,90041,Los Angeles,0,2108,1207,2021
TM21-751134,1615 Arla WAY ,90041,Los Angeles,0,1711,1207,2021
TM21-749798,5626 Holly Oak DR ,90068,Los Angeles,70,1764,11968,1951
CRPW21124664,3817 Albury AVE ,90808,Los Angeles,79,1040,5681,1942
CRBB21133391,2726 W Verdugo AVE ,91505,Los Angeles,71,872,5817,1950
CRCV21093863,1521 Nearglen AVE ,91740,Los Angeles,61,1154,7954,1960
CRPTP2104341,2474 New Seabury WAY ,91915,San Diego,23,1236,4400,1998
CRNDP2106608,2842 Avenida Valera ,92009,San Diego,26,2421,7530,1995
CRNDP2106587,1467 Neptune AVE ,92024,San Diego,68,834,10234,1953
CREV21126925,1344 Kylie CT ,92223,Riverside,15,1562,7841,2006
CRSW21140407,1143 S Buena Vista ST ,92543,Riverside,45,904,3485,1976
ML81848260,312 Silvia DR ,94024,Santa Clara,72,2384,9425,1949
CC40954657,851 Litwin Dr ,94518,Contra Costa,54,1880,9200,1967
ML81848442,12734 Irwin WAY ,95006,Santa Cruz,60,2236,69957.36,1961
ML81851676,125 Sunny LN ,95065,Santa Cruz,7,1649,2962,2014
ME221072519,104 Seergreen WAY ,95630,Sacramento,33,2258,7209,1988
ME221071126,3128 Strand RD ,95765,Placer,31,2650,6544,1990
CRSN21132255,372 Idyllwild CIR ,95928,Butte,25,2115,10890,1996
TM21-749022,2023 E Nord ST ,90222,Los Angeles,63,912,2476,1958
CNSR21121755,28567 Silverking TRL ,91390,Los Angeles,21,2420,4466,2000
CRCV21124562,15599 Portenza DR ,92336,San Bernardino,14,3536,6000,2007
CRSW21124486,35212 Bacopa CT ,92532,Riverside,8,2257,5663,2013
CROC21113612,61 Trailwood ,92620,Orange,26,2633,5438,1995
CROC21113085,11 Coffeeberry ,92656,Orange,22,2748,3914,1999
CRPW21128909,360 S Timken RD ,92808,Orange,45,3726,34000,1976
CRPW21118441,8365 E Loftwood LN ,92867,Orange,17,2435,1001,2004
CRNS21102788,2807 Cottage LN ,93446,San Luis Obispo,19,1197,3444,2002
CNSR19251829,45614 10th ST ,93534,Los Angeles,65,1320,6050,1956
ML81853689,581 Brighton RD ,94044,San Mateo,77,2926,4260,1944
SF421562001,527 Morse ST ,94112,San Francisco,108,266,1355,1913
EB40953611,1381 Mandarin Ct ,94513,Contra Costa,36,1506,8025,1985
BA321049713,2093 Wylie CT ,94533,Solano,45,1456,5663,1976
BA321061745,3614 Harkness ST ,94558,Napa,61,1144,5663,1960
EB40954598,3612 Natalie Ct ,94805,Contra Costa,109,826,4250,1912
BA321061973,59 Marin Bay Park CT ,94901,Marin,32,4206,35201,1989
ME221065631,2065 Shiloh AVE ,95035,Santa Clara,51,1880,6225,1970
ML81848434,2622 Mozart AVE ,95122,Santa Clara,61,1120,4702,1960
ML81848334,2876 Lexford AVE ,95124,Santa Clara,65,1176,6250,1956
ME221065348,3894 Grange AVE ,95204,San Joaquin,14,1972,2165,2007
ME221072250,504 3rd ST ,95605,Yolo,121,1412,3049,1900
ME221066027,11001 Cypresswood WAY ,95670,Sacramento,44,1292,6970,1977
ME221073184,4817 Tomasini WAY ,95823,Sacramento,36,1192,5227,1985
ME221070743,2419 Cathay WAY ,95864,Sacramento,72,850,10890,1949
ME202002454,11284 Holiday DR ,95930,Butte,15,1899,13939,2006
ME221003726,11974 Lake Wildwood DR ,95946,Nevada,42,2610,10890,1979
ME202100883,546 Park AVE ,95991,Sutter,101,1012,4792,1920
CRSW21122514,81389 Monet CT ,92201,Riverside,0,1905,4529,2021
CRIG21121719,975 Mercury WAY ,92325,San Bernardino,87,1000,4300,1934
CRIV21128273,842 Langholm WAY ,92508,Riverside,22,1615,10454,1999
CROC21136373,9801 Olympic DR ,92646,Orange,51,1500,7841,1970
CROC21128525,25952 Avenida Mariposa ,92675,Orange,55,2200,7656,1966
CRCV21126133,18590 Warren AVE ,92780,Orange,13,2344,13580,2008
CRSC21128484,1617 Saratoga AVE ,93433,San Luis Obispo,62,1442,5227,1959
CRDW21125379,43805 Easy ST ,93535,Los Angeles,32,1825,10910,1989
ML81848818,25815 Rio Vista DR ,93923,Monterey,49,3283,47480,1972
EB40953744,4148 N Anchor Ct ,94505,Contra Costa,23,1706,7760,1998
CC40953693,983 Honister Ln ,94518,Contra Costa,68,1469,12100,1953
CC40953976,1829 Silverwood Dr ,94519,Contra Costa,68,1320,6500,1953
ML81849083,650 Pippin LN ,95076,Santa Cruz,47,1286,4574,1974
CRMC21123658,12 Sonoma ST ,95341,Merced,18,1091,6151,2003
ME221060866,5704 Regan Hall LN ,95608,Sacramento,22,2224,9906,1999
ME221060459,6000 Buckskin LN ,95747,Placer,24,1869,7248,1997
ME221063096,9845 Bobbell DR ,95757,Sacramento,20,2751,7610,2001
ME202001076,1768 Swedes Flat RD ,95914,Butte,32,1200,217800,1989
ME202100222,25 Harbor CT ,95966,Butte,36,2265,6534,1985
CROC21140042,3312 Arbor RD ,90712,Los Angeles,69,1210,5072,1952
TM21-742132,3055 Frederic ST ,91504,Los Angeles,71,1233,6086,1950
CRSW21122487,81351 Monet CT ,92201,Riverside,0,1504,5227,2021
CRIV21125550,24631 Ormista DR ,92553,Riverside,35,1335,7405,1986
CRSW21132212,41245 Breckin CT ,92562,Riverside,20,2869,8712,2001
CRV0-219014345,1340 Mcnell RD ,93023,Ventura,131,1509,708127,1890
CNSR21109346,5462 Evening Sky DR ,93063,Ventura,22,3396,9350,1999
CRMC21130048,1366 Quail ST ,93635,Merced,38,1233,6534,1983
BA321045715,640 Jade WAY ,94534,Solano,16,1805,3075,2005
ML81849414,3154 Vittoria LOOP ,94568,Alameda,7,2007,3937,2014
CC40953661,257 Western Dr ,94801,Contra Costa,64,2499,6600,1957
CC40954703,5477 Hackney Ln ,94803,Contra Costa,34,2254,9798,1987
ME221056683,9610 Nantucket DR ,95209,San Joaquin,42,1760,6695,1979
ME221065153,1809 Idalou AVE ,95350,Stanislaus,70,1000,7042,1951
ME221057470,1164 Weber WAY ,95822,Sacramento,64,1560,9583,1957
CROR21127523,293 Maine ST ,95948,Butte,111,800,6534,1910
CRSB21129280,735 Lomita ST ,90245,Los Angeles,73,1560,6562,1948
CRTR21121852,7241 Tiara LN ,90623,Orange,54,1972,4785,1967
CNSR21157984,13986 Aztec ST ,91342,Los Angeles,69,1110,7400,1952
CNSR21126721,29039 Shadow Valley LN ,91390,Los Angeles,31,2144,6157,1990
CRCV21143183,14758 mesa st ,92345,San Bernardino,37,1490,19600,1984
CRIV21125500,10820 Endicott DR ,92505,Riverside,56,1503,8276,1965
CRIV21126185,4174 Ramona DR ,92506,Riverside,85,1956,9147,1936
CROC21124596,10 Soaring Hawk ,92614,Orange,37,1887,4462,1984
CROC21123809,8 Tirremia DR ,92629,Orange,34,2870,8364,1987
CROC21119523,21621 Turtledove ST ,92679,Orange,27,2927,6300,1994
CC40955345,26 Garwood Dr ,94014,San Mateo,76,1476,3145,1945
SF421576175,246 Prague ST ,94112,San Francisco,94,1000,2500,1927
BA321044732,2962 Bella DR ,94519,Contra Costa,12,1861,2078,2009
CC40954249,4012 LILLIAN DR ,94521,Contra Costa,70,1072,10800,1951
BE40953964,2000 Camino Ramon ,94526,Contra Costa,31,2263,2409,1990
CC40955599,36 Lariat Ct ,94596,Contra Costa,51,2220,13760,1970
ML81849126,1560 Koch LN ,95125,Santa Clara,64,1826,7735,1957
BA321051492,120 10th ST ,95401,Sonoma,121,1244,5519,1900
BA321056050,1150 Meadowlark DR ,95687,Solano,33,1856,5741,1988
ME221070122,4910 Crestwood WAY ,95822,Sacramento,70,1770,9148,1951
ME221069801,5613 White Fir WAY ,95841,Sacramento,51,1731,6534,1970
CRPV21121879,521 N Paulina AVE ,90277,Los Angeles,70,1789,5950,1951
CNSR20089846,6728 Babcock AVE ,91606,Los Angeles,70,990,6636,1951
CRPTP2104241,2607 Santa Maria CT ,91914,San Diego,21,2063,9318,2000
CRPTP2104101,3866 Just ST ,92154,San Diego,51,1121,5700,1970
CRSW21118392,419 Lana WAY ,92223,Riverside,20,2822,12632,2001
CROC21124346,31065 Via San Vicente ,92675,Orange,47,1209,3400,1974
